timestamp_ms,trial_num,task,frame,event_type,choice,rt_ms
1778881809255,0,practice,attention_check,fixation_onset,,
1778881811364,0,practice,attention_check,stimulus_onset,,
1778881816371,0,practice,attention_check,prompt_onset,,
1778881816877,0,practice,attention_check,response_onset,,
1778881817666,0,practice,attention_check,response,deny,784
1778881817668,0,practice,attention_check,attention_check,deny,784
1778881817672,1,location,gain,fixation_onset,,
1778881819384,1,location,gain,stimulus_onset,,
1778881824390,1,location,gain,prompt_onset,,
1778881824893,1,location,gain,response_onset,,
1778881825918,1,location,gain,response,allow,1025
1778881827936,2,health_data,neutral,fixation_onset,,
1778881830120,2,health_data,neutral,stimulus_onset,,
1778881835130,2,health_data,neutral,prompt_onset,,
1778881835629,2,health_data,neutral,response_onset,,
1778881836085,2,health_data,neutral,response,allow,458
1778881838099,3,health_data,loss,fixation_onset,,
1778881839926,3,health_data,loss,stimulus_onset,,
1778881844944,3,health_data,loss,prompt_onset,,
1778881845452,3,health_data,loss,response_onset,,
1778881845925,3,health_data,loss,response,allow,474
1778881847934,4,microphone,gain,fixation_onset,,
1778881849474,4,microphone,gain,stimulus_onset,,
1778881854491,4,microphone,gain,prompt_onset,,
1778881854993,4,microphone,gain,response_onset,,
1778881855730,4,microphone,gain,response,allow,737
1778881857738,5,contacts,neutral,fixation_onset,,
1778881859640,5,contacts,neutral,stimulus_onset,,
1778881864646,5,contacts,neutral,prompt_onset,,
1778881865163,5,contacts,neutral,response_onset,,
1778881865619,5,contacts,neutral,response,allow,460
1778881867628,6,camera,neutral,fixation_onset,,
1778881869642,6,camera,neutral,stimulus_onset,,
1778881874658,6,camera,neutral,prompt_onset,,
1778881875162,6,camera,neutral,response_onset,,
1778881875661,6,camera,neutral,response,allow,500
1778881877667,7,microphone,loss,fixation_onset,,
1778881880008,7,microphone,loss,stimulus_onset,,
1778881885018,7,microphone,loss,prompt_onset,,
1778881885530,7,microphone,loss,response_onset,,
1778881886508,7,microphone,loss,response,allow,980
1778881888521,8,location,loss,fixation_onset,,
1778881890822,8,location,loss,stimulus_onset,,
1778881895834,8,location,loss,prompt_onset,,
1778881896346,8,location,loss,response_onset,,
1778881913046,8,location,loss,response,allow,16696
1778881915065,9,camera,loss,fixation_onset,,
1778881917266,9,camera,loss,stimulus_onset,,
1778881922272,9,camera,loss,prompt_onset,,
1778881922788,9,camera,loss,response_onset,,
1778881923236,9,camera,loss,response,allow,452
1778881925245,10,photos,gain,fixation_onset,,
1778881926880,10,photos,gain,stimulus_onset,,
1778881931889,10,photos,gain,prompt_onset,,
1778881932404,10,photos,gain,response_onset,,
1778881933269,10,photos,gain,response,allow,867
1778881935272,11,photos,neutral,fixation_onset,,
1778881937414,11,photos,neutral,stimulus_onset,,
1778881942428,11,photos,neutral,prompt_onset,,
1778881942937,11,photos,neutral,response_onset,,
1778881943837,11,photos,neutral,response,allow,899
1778881945841,12,contacts,gain,fixation_onset,,
1778881947512,12,contacts,gain,stimulus_onset,,
1778881952525,12,contacts,gain,prompt_onset,,
1778881953039,12,contacts,gain,response_onset,,
1778881953453,12,contacts,gain,response,allow,416
1779214560048,,,,session_start,,
1779214570660,0,practice,attention_check,fixation_onset,,
1779214573085,0,practice,attention_check,stimulus_onset,,
1779214578094,0,practice,attention_check,prompt_onset,,
1779214578609,0,practice,attention_check,response_onset,,
1779214581861,0,practice,attention_check,response,allow,3255
1779214581864,0,practice,attention_check,attention_check,allow,3255
1779214583871,0,practice,attention_check,fixation_onset,,
1779214586193,0,practice,attention_check,stimulus_onset,,
1779214591200,0,practice,attention_check,prompt_onset,,
1779214591710,0,practice,attention_check,response_onset,,
1779214592333,0,practice,attention_check,response,deny,620
1779214592335,0,practice,attention_check,attention_check,deny,620
1779214592346,1,location,gain,fixation_onset,,
1779214594150,1,location,gain,stimulus_onset,,
1779214599160,1,location,gain,prompt_onset,,
1779214599676,1,location,gain,response_onset,,
1779214600713,1,location,gain,response,allow,1039
1779214602730,2,health_data,neutral,fixation_onset,,
1779214605159,2,health_data,neutral,stimulus_onset,,
1779214610174,2,health_data,neutral,prompt_onset,,
1779214610678,2,health_data,neutral,response_onset,,
1779214611482,2,health_data,neutral,response,allow,805
1779214613494,3,health_data,loss,fixation_onset,,
1779216275415,,,,session_start,,
1779216285251,0,practice,attention_check,fixation_onset,,
