timestamp_ms,trial_num,task,frame,event_type,choice,rt_ms
1779210582794,,,,session_start,,
1779210697485,0,practice,attention_check,fixation_onset,,
1779210699267,0,practice,attention_check,stimulus_onset,,
1779210704290,0,practice,attention_check,prompt_onset,,
1779210704797,0,practice,attention_check,response_onset,,
1779210706945,0,practice,attention_check,response,deny,2141
1779210706951,0,practice,attention_check,attention_check,deny,2141
1779210706967,1,health_data,neutral,fixation_onset,,
1779210708995,1,health_data,neutral,stimulus_onset,,
1779210714009,1,health_data,neutral,prompt_onset,,
1779210714521,1,health_data,neutral,response_onset,,
1779210728475,1,health_data,neutral,response,allow,13954
1779210730476,2,health_data,gain,fixation_onset,,
1779210732270,2,health_data,gain,stimulus_onset,,
1779210737282,2,health_data,gain,prompt_onset,,
1779210737788,2,health_data,gain,response_onset,,
1779210739404,2,health_data,gain,response,deny,1614
1779210741406,3,contacts,gain,fixation_onset,,
1779210743899,3,contacts,gain,stimulus_onset,,
1779210748912,3,contacts,gain,prompt_onset,,
1779210749424,3,contacts,gain,response_onset,,
1779210752271,3,contacts,gain,response,allow,2850
1779210754286,4,camera,neutral,fixation_onset,,
1779210756212,4,camera,neutral,stimulus_onset,,
1779210761218,4,camera,neutral,prompt_onset,,
1779210761724,4,camera,neutral,response_onset,,
1779210764626,4,camera,neutral,response,deny,2902
1779210766644,5,location,loss,fixation_onset,,
1779210768686,5,location,loss,stimulus_onset,,
1779210773691,5,location,loss,prompt_onset,,
1779210774195,5,location,loss,response_onset,,
1779210774828,5,location,loss,response,allow,634
1779210776832,6,photos,gain,fixation_onset,,
1779210779148,6,photos,gain,stimulus_onset,,
1779210784156,6,photos,gain,prompt_onset,,
1779210784661,6,photos,gain,response_onset,,
1779210785204,6,photos,gain,response,deny,546
1779210787209,7,microphone,neutral,fixation_onset,,
1779210788851,7,microphone,neutral,stimulus_onset,,
1779210793865,7,microphone,neutral,prompt_onset,,
1779210794376,7,microphone,neutral,response_onset,,
1779210794888,7,microphone,neutral,response,allow,513
1779210796899,8,contacts,loss,fixation_onset,,
1779210799338,8,contacts,loss,stimulus_onset,,
1779210804345,8,contacts,loss,prompt_onset,,
1779210804860,8,contacts,loss,response_onset,,
1779210805348,8,contacts,loss,response,deny,489
1779210807351,9,location,neutral,fixation_onset,,
1779210808911,9,location,neutral,stimulus_onset,,
1779210813928,9,location,neutral,prompt_onset,,
1779210814441,9,location,neutral,response_onset,,
1779210815224,9,location,neutral,response,allow,784
1779210817228,10,photos,loss,fixation_onset,,
1779210818789,10,photos,loss,stimulus_onset,,
1779210823804,10,photos,loss,prompt_onset,,
1779210824308,10,photos,loss,response_onset,,
1779210824994,10,photos,loss,response,deny,687
1779210827006,11,microphone,loss,fixation_onset,,
1779210829214,11,microphone,loss,stimulus_onset,,
1779210834227,11,microphone,loss,prompt_onset,,
1779210834730,11,microphone,loss,response_onset,,
1779210835976,11,microphone,loss,response,allow,1246
1779210837982,12,camera,gain,fixation_onset,,
1779210840011,12,camera,gain,stimulus_onset,,
1779210845018,12,camera,gain,prompt_onset,,
1779210845519,12,camera,gain,response_onset,,
1779210846068,12,camera,gain,response,deny,545
1779210848087,,,,session_end,,
1779211032510,0,practice,attention_check,fixation_onset,,
1779211032511,1,health_data,neutral,fixation_onset,,
1779211033185,,,,session_start,,
1779211037258,,,,session_start,,
1779211038218,0,practice,attention_check,fixation_onset,,
1779211038413,1,health_data,neutral,fixation_onset,,
1779211038585,,,,session_end,,
1779214136617,,,,session_start,,
