timestamp_ms,trial_num,task,frame,event_type,choice,rt_ms
1779208183679,,,,session_start,,
1779208188106,0,practice,attention_check,fixation_onset,,
1779208190114,0,practice,attention_check,stimulus_onset,,
1779208195155,0,practice,attention_check,prompt_onset,,
1779208195658,0,practice,attention_check,response_onset,,
1779208200958,0,practice,attention_check,response,deny,5294
1779208200960,0,practice,attention_check,attention_check,deny,5294
1779208200971,1,location,gain,fixation_onset,,
1779208202986,1,location,gain,stimulus_onset,,
1779208208001,1,location,gain,prompt_onset,,
1779208208511,1,location,gain,response_onset,,
1779208357299,1,location,gain,response,deny,148777
1779208359310,2,contacts,loss,fixation_onset,,
1779208361207,2,contacts,loss,stimulus_onset,,
1779208366222,2,contacts,loss,prompt_onset,,
1779208366732,2,contacts,loss,response_onset,,
1779208368508,2,contacts,loss,response,allow,1776
1779208370515,3,camera,gain,fixation_onset,,
1779208372309,3,camera,gain,stimulus_onset,,
1779208377326,3,camera,gain,prompt_onset,,
1779208377832,3,camera,gain,response_onset,,
